gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
14191,197303040LAL,NBA,0,1973,3/4/1973,69,0,LAL,Lakers,127,1632.0433,1637.2941,57.662224,CLE,Cavaliers,84,1382.2952,1377.0444,H,W,0.88218772,
14191,197303040LAL,NBA,1,1973,3/4/1973,68,0,CLE,Cavaliers,84,1382.2952,1377.0444,31.556246,LAL,Lakers,127,1632.0433,1637.2941,A,L,0.11781228,
14192,197303040PHO,NBA,1,1973,3/4/1973,69,0,CHI,Bulls,118,1571.2826,1574.9792,51.879478,PHO,Suns,117,1447.5927,1443.896,A,W,0.53403986,
14195,197303040INA,ABA,1,1973,3/4/1973,68,0,DLC,Spurs,118,1350.6333,1348.9663,29.358646,INA,Pacers,121,1513.5313,1515.1982,A,L,0.18044102,
14200,197303060BUF,NBA,1,1973,3/6/1973,69,0,BOS,Celtics,127,1667.2192,1669.8427,60.413094,BUF,Clippers,112,1227.441,1224.8176,A,W,0.87609076,
14201,197303060GSW,NBA,0,1973,3/6/1973,70,0,GSW,Warriors,108,1551.375,1557.2301,50.128872,DET,Pistons,93,1461.0392,1455.1841,H,W,0.74944621,
14202,197303060MIL,NBA,1,1973,3/6/1973,70,0,CHI,Bulls,88,1574.9792,1570.5809,51.449333,MIL,Bucks,96,1643.4951,1647.8934,A,L,0.2748695,
14204,197303060PHO,NBA,1,1973,3/6/1973,69,0,CLE,Cavaliers,102,1377.0444,1372.6104,31.116974,PHO,Suns,110,1443.896,1448.3301,A,L,0.27678317,
14205,197303060POR,NBA,1,1973,3/6/1973,70,0,LAL,Lakers,114,1637.2941,1641.2863,58.010365,POR,Trailblazers,102,1300.7828,1296.7906,A,W,0.79599822,
14208,197303060VIR,ABA,1,1973,3/6/1973,69,0,DLC,Spurs,105,1348.9663,1343.0872,28.794121,VIR,Squires,121,1447.0833,1452.9624,A,L,0.24223721,at Norfolk VA
14209,197303070CLE,NBA,0,1973,3/7/1973,70,0,CLE,Cavaliers,118,1372.6104,1384.1599,32.265926,HOU,Rockets,100,1402.4856,1390.936,H,W,0.5995692,at San Antonio TX
14209,197303070CLE,NBA,1,1973,3/7/1973,70,0,HOU,Rockets,100,1402.4856,1390.936,32.946903,CLE,Cavaliers,118,1372.6104,1384.1599,A,L,0.4004308,at San Antonio TX
14211,197303070DNR,ABA,1,1973,3/7/1973,70,0,DLC,Spurs,111,1343.0872,1341.4381,28.636671,DNR,Nuggets,116,1550.0273,1551.6764,A,L,0.14592957,
14216,197303080BUF,NBA,1,1973,3/8/1973,71,0,CHI,Bulls,102,1570.5809,1549.7969,49.384754,BUF,Clippers,112,1224.8176,1245.6016,A,L,0.80451047,
14218,197303080PHO,NBA,1,1973,3/8/1973,70,0,BOS,Celtics,141,1669.8427,1674.9327,60.824757,PHO,Suns,134,1448.3301,1443.24,A,W,0.66807306,
14221,197303090CHI,NBA,0,1973,3/9/1973,72,0,CHI,Bulls,104,1549.7969,1551.7513,49.580994,PHI,Sixers,84,1225.3213,1223.3668,H,W,0.92008317,at Hershey PA
14222,197303090HOU,NBA,0,1973,3/9/1973,71,0,HOU,Rockets,104,1390.936,1385.5081,32.401024,BAL,Wizards,109,1557.0132,1562.4412,H,L,0.40603751,
14223,197303090LAL,NBA,1,1973,3/9/1973,71,0,BOS,Celtics,119,1674.9327,1686.3302,61.727791,LAL,Lakers,111,1641.2863,1629.8888,A,W,0.40565389,
14223,197303090LAL,NBA,0,1973,3/9/1973,71,0,LAL,Lakers,111,1641.2863,1629.8888,57.008781,BOS,Celtics,119,1674.9327,1686.3302,H,L,0.59434611,
14227,197303090UTS,ABA,1,1973,3/9/1973,71,0,DLC,Spurs,105,1341.4381,1339.4625,28.448574,UTS,Stars,114,1574.0096,1575.9852,A,L,0.12848336,
14229,197303100ATL,NBA,1,1973,3/10/1973,71,0,GSW,Warriors,113,1557.2301,1552.1626,49.622234,ATL,Hawks,117,1514.1127,1519.1802,A,L,0.41886306,
14230,197303100BAL,NBA,1,1973,3/10/1973,73,0,CHI,Bulls,105,1551.7513,1562.8503,50.687359,BAL,Wizards,99,1562.4412,1551.3422,A,W,0.34588385,at College Park MD
14232,197303100HOU,NBA,1,1973,3/10/1973,71,0,CLE,Cavaliers,116,1384.1599,1375.2394,31.377142,HOU,Rockets,131,1385.5081,1394.4286,A,L,0.35814905,
14232,197303100HOU,NBA,0,1973,3/10/1973,72,0,HOU,Rockets,131,1385.5081,1394.4286,33.299732,CLE,Cavaliers,116,1384.1599,1375.2394,H,W,0.64185095,
14236,197303100DLC,ABA,0,1973,3/10/1973,72,0,DLC,Spurs,118,1339.4625,1332.1294,27.75551,SDA,Sails,120,1308.873,1316.2062,H,L,0.67955631,at Denton TX
14239,197303110BOS,NBA,0,1973,3/11/1973,72,0,BOS,Celtics,122,1686.3302,1692.0851,62.173813,NYK,Knicks,107,1592.5541,1586.7992,H,W,0.75314653,
14240,197303110GSW,NBA,0,1973,3/11/1973,72,0,GSW,Warriors,97,1552.1626,1552.859,49.692028,PHI,Sixers,93,1214.1118,1213.4154,H,W,0.92564386,at Pittsburgh PA
14241,197303110HOU,NBA,0,1973,3/11/1973,73,0,HOU,Rockets,129,1394.4286,1406.4613,34.524082,ATL,Hawks,118,1519.1802,1507.1475,H,W,0.46443975,
14242,197303110LAL,NBA,0,1973,3/11/1973,72,0,LAL,Lakers,141,1629.8888,1635.4261,57.498329,DET,Pistons,117,1466.4802,1460.9429,H,W,0.81999326,
14249,197303130BUF,NBA,1,1973,3/13/1973,73,0,LAL,Lakers,121,1635.4261,1638.0135,57.725182,BUF,Clippers,112,1251.3497,1248.7623,A,W,0.83689106,
14250,197303130CHI,NBA,0,1973,3/13/1973,74,0,CHI,Bulls,104,1562.8503,1566.1279,51.011322,SEA,Thunder,89,1362.7983,1359.5208,H,W,0.84905881,
14251,197303130CLE,NBA,0,1973,3/13/1973,72,0,CLE,Cavaliers,115,1375.2394,1385.4098,32.391171,ATL,Hawks,107,1507.1475,1496.9771,H,W,0.45420924,
14253,197303130POR,NBA,1,1973,3/13/1973,73,0,GSW,Warriors,109,1552.859,1557.329,50.138729,POR,Trailblazers,101,1287.6636,1283.1936,A,W,0.72130442,
14254,197303130DLC,ABA,0,1973,3/13/1973,73,0,DLC,Spurs,118,1332.1294,1325.6216,27.147432,UTS,Stars,131,1581.5505,1588.0583,H,L,0.29731068,
14257,197303140BOS,NBA,0,1973,3/14/1973,73,0,BOS,Celtics,111,1692.0851,1694.235,62.338711,BAL,Wizards,107,1553.8193,1551.6694,H,W,0.79763335,
14258,197303140DET,NBA,1,1973,3/14/1973,74,0,LAL,Lakers,121,1638.0135,1645.1809,58.347172,DET,Pistons,112,1460.9429,1453.7755,A,W,0.60912949,
14260,197303140DLC,ABA,0,1973,3/14/1973,74,0,DLC,Spurs,114,1325.6216,1315.8705,26.249105,VIR,Squires,125,1457.6025,1467.3536,H,L,0.45410526,
14263,197303150GSW,NBA,0,1973,3/15/1973,74,0,GSW,Warriors,141,1557.329,1561.7996,50.583225,HOU,Rockets,125,1406.4613,1401.9907,H,W,0.80909038,
14263,197303150GSW,NBA,1,1973,3/15/1973,74,0,HOU,Rockets,125,1406.4613,1401.9907,34.06768,GSW,Warriors,141,1557.329,1561.7996,A,L,0.19090962,
14265,197303160BAL,NBA,1,1973,3/16/1973,74,0,BOS,Celtics,97,1694.235,1685.2538,61.64362,BAL,Wizards,103,1551.6694,1560.6506,A,L,0.56095207,
14266,197303160CHI,NBA,0,1973,3/16/1973,75,0,CHI,Bulls,91,1566.1279,1556.6564,50.071655,MIL,Bucks,99,1654.4901,1663.9617,H,L,0.51674193,
14267,197303160CLE,NBA,0,1973,3/16/1973,73,0,CLE,Cavaliers,114,1385.4098,1396.6168,33.521404,KCO,Kings,99,1437.8816,1426.6746,H,W,0.5679751,
14269,197303160LAL,NBA,0,1973,3/16/1973,75,0,LAL,Lakers,98,1645.1809,1627.2802,56.77626,NYK,Knicks,109,1588.7166,1606.6173,H,L,0.71108949,
14270,197303160POR,NBA,1,1973,3/16/1973,75,0,HOU,Rockets,128,1401.9907,1388.8785,32.739624,POR,Trailblazers,141,1283.1936,1296.3058,A,L,0.52702487,
14271,197303160SEA,NBA,1,1973,3/16/1973,75,0,GSW,Warriors,106,1561.7996,1547.2629,49.129738,SEA,Thunder,116,1359.5208,1374.0574,A,L,0.64308155,
14273,197303160DLC,ABA,0,1973,3/16/1973,75,0,DLC,Spurs,107,1315.8705,1305.3939,25.301771,SDA,Sails,113,1324.8407,1335.3173,H,L,0.62808484,
14275,197303170BUF,NBA,1,1973,3/17/1973,74,0,CLE,Cavaliers,114,1396.6168,1408.5966,34.742661,BUF,Clippers,97,1244.7484,1232.7687,A,W,0.57409501,
14276,197303170CHI,NBA,0,1973,3/17/1973,76,0,CHI,Bulls,97,1556.6564,1547.9391,49.197849,DET,Pistons,99,1457.7894,1466.5067,H,L,0.75855434,
14277,197303170GSW,NBA,0,1973,3/17/1973,76,0,GSW,Warriors,108,1547.2629,1536.0303,47.991634,NYK,Knicks,117,1606.6173,1617.85,H,L,0.55822837,
14280,197303170DLC,ABA,0,1973,3/17/1973,76,0,DLC,Spurs,124,1305.3939,1328.1996,27.387514,DNR,Nuggets,107,1545.4249,1522.6193,H,W,0.30872574,
14284,197303180BOS,NBA,0,1973,3/18/1973,75,0,BOS,Celtics,109,1685.2538,1686.3608,61.730183,KCO,Kings,105,1426.6746,1425.5675,H,W,0.88736939,
14285,197303180CLE,NBA,0,1973,3/18/1973,75,0,CLE,Cavaliers,102,1408.5966,1409.7203,34.857841,BUF,Clippers,101,1232.7687,1231.6449,H,W,0.83030534,
14286,197303180DET,NBA,1,1973,3/18/1973,77,0,CHI,Bulls,119,1547.9391,1560.3813,50.442467,DET,Pistons,107,1466.5067,1454.0645,A,W,0.47330445,
14287,197303180LAL,NBA,0,1973,3/18/1973,76,0,LAL,Lakers,131,1627.2802,1630.9535,57.103336,PHO,Suns,113,1425.5438,1421.8705,H,W,0.85029721,
14289,197303180SEA,NBA,1,1973,3/18/1973,76,0,HOU,Rockets,112,1388.8785,1381.9562,32.045521,SEA,Thunder,121,1374.0574,1380.9797,A,L,0.37981611,
14290,197303180DNR,ABA,1,1973,3/18/1973,77,0,DLC,Spurs,105,1328.1996,1324.5211,27.045273,DNR,Nuggets,122,1522.6193,1526.2977,A,L,0.15514356,
14296,197303200ATL,NBA,1,1973,3/20/1973,77,0,LAL,Lakers,112,1630.9535,1625.526,56.619232,ATL,Hawks,114,1498.2444,1503.6719,A,L,0.54693365,
14297,197303200BOS,NBA,1,1973,3/20/1973,77,0,HOU,Rockets,89,1381.9562,1381.0115,31.951204,BOS,Celtics,94,1686.3608,1687.3055,A,L,0.088835239,at Providence RI
14297,197303200BOS,NBA,0,1973,3/20/1973,76,0,BOS,Celtics,94,1686.3608,1687.3055,61.803856,HOU,Rockets,89,1381.9562,1381.0115,H,W,0.91116476,at Providence RI
14298,197303200CHI,NBA,0,1973,3/20/1973,78,0,CHI,Bulls,123,1560.3813,1562.6797,50.670456,POR,Trailblazers,109,1305.4063,1303.1079,H,W,0.88527912,
14299,197303200CLE,NBA,0,1973,3/20/1973,76,0,CLE,Cavaliers,131,1409.7203,1414.4034,35.338894,PHI,Sixers,105,1205.2136,1200.5305,H,W,0.8523159,
14300,197303200GSW,NBA,0,1973,3/20/1973,77,0,GSW,Warriors,114,1536.0303,1538.8538,48.278835,SEA,Thunder,106,1380.9797,1378.1563,H,W,0.81278193,
14302,197303200DLC,ABA,0,1973,3/20/1973,78,0,DLC,Spurs,122,1324.5211,1330.0876,27.564014,VIR,Squires,120,1464.6671,1459.1006,H,W,0.44248104,
14305,197303210BAL,NBA,1,1973,3/21/1973,78,0,HOU,Rockets,118,1381.0115,1400.6338,33.929497,BAL,Wizards,110,1563.9598,1544.3375,A,W,0.16399735,
14306,197303210BOS,NBA,0,1973,3/21/1973,77,0,BOS,Celtics,106,1687.3055,1688.7811,61.918564,CHI,Bulls,105,1562.6797,1561.2041,H,W,0.78466302,
14306,197303210BOS,NBA,1,1973,3/21/1973,79,0,CHI,Bulls,105,1562.6797,1561.2041,50.524155,BOS,Celtics,106,1687.3055,1688.7811,A,L,0.21533698,
14308,197303210KCO,NBA,1,1973,3/21/1973,78,0,LAL,Lakers,124,1625.526,1630.7522,57.085472,KCO,Kings,118,1428.6689,1423.4427,A,W,0.63588643,
14310,197303210PHI,NBA,1,1973,3/21/1973,77,0,CLE,Cavaliers,112,1414.4034,1417.9056,35.699692,PHI,Sixers,109,1200.5305,1197.0283,A,W,0.65824997,
14313,197303210INA,ABA,1,1973,3/21/1973,79,0,DLC,Spurs,131,1330.0876,1329.0723,27.469025,INA,Pacers,133,1556.4979,1557.5133,A,L,0.13250738,
14317,197303220GSW,NBA,0,1973,3/22/1973,78,0,GSW,Warriors,98,1538.8538,1530.1528,47.391552,MIL,Bucks,108,1684.5902,1693.2911,H,L,0.43455753,
14318,197303220CAR,ABA,1,1973,3/22/1973,80,0,DLC,Spurs,117,1329.0723,1325.7594,27.16024,CAR,Spirits,137,1562.2745,1565.5874,A,L,0.12807733,at Charlotte NC
14319,197303230BOS,NBA,0,1973,3/23/1973,78,0,BOS,Celtics,124,1688.7811,1692.7661,62.226151,ATL,Hawks,108,1516.5077,1512.5227,H,W,0.82740289,
14320,197303230CLE,NBA,0,1973,3/23/1973,78,0,CLE,Cavaliers,104,1417.9056,1413.5331,35.249367,BAL,Wizards,106,1544.3375,1548.7101,H,L,0.46203467,
14321,197303230LAL,NBA,0,1973,3/23/1973,79,0,LAL,Lakers,121,1630.7522,1631.9733,57.19371,BUF,Clippers,101,1227.4216,1226.2006,H,W,0.94771796,
14322,197303230PHI,NBA,1,1973,3/23/1973,79,0,HOU,Rockets,132,1400.6338,1411.3787,35.027996,PHI,Sixers,112,1197.0283,1186.2834,A,W,0.64483249,
14323,197303230PHO,NBA,1,1973,3/23/1973,79,0,GSW,Warriors,124,1530.1528,1526.0267,46.968582,PHO,Suns,125,1424.5144,1428.6405,A,L,0.50811362,
14328,197303240ATL,NBA,1,1973,3/24/1973,80,0,CHI,Bulls,111,1561.2041,1557.2434,50.130199,ATL,Hawks,113,1512.5227,1516.4834,A,L,0.42667902,
14329,197303240BAL,NBA,1,1973,3/24/1973,79,0,CLE,Cavaliers,116,1413.5331,1411.348,35.024853,BAL,Wizards,120,1548.7101,1550.8951,A,L,0.20525181,
14331,197303240GSW,NBA,0,1973,3/24/1973,80,0,GSW,Warriors,106,1526.0267,1526.9971,47.068172,BUF,Clippers,101,1226.2006,1225.2302,H,W,0.9090082,
14332,197303240NYK,NBA,1,1973,3/24/1973,79,0,BOS,Celtics,108,1692.7661,1699.8456,62.76461,NYK,Knicks,103,1594.3916,1587.3121,A,W,0.49766076,
14334,197303240DLC,ABA,0,1973,3/24/1973,81,0,DLC,Spurs,116,1325.7594,1337.1842,28.232372,SDA,Sails,100,1372.322,1360.8972,H,W,0.57630187,
14339,197303250CLE,NBA,1,1973,3/25/1973,81,0,CHI,Bulls,105,1557.2434,1547.363,49.139824,CLE,Cavaliers,112,1411.348,1421.2284,A,L,0.56566727,
14339,197303250CLE,NBA,0,1973,3/25/1973,80,0,CLE,Cavaliers,112,1411.348,1421.2284,36.042778,CHI,Bulls,105,1557.2434,1547.363,H,W,0.43433276,
14341,197303250HOU,NBA,1,1973,3/25/1973,80,0,BOS,Celtics,125,1699.8456,1702.6218,62.972973,HOU,Rockets,121,1411.3787,1408.6024,A,W,0.74742067,
14341,197303250HOU,NBA,0,1973,3/25/1973,80,0,HOU,Rockets,121,1411.3787,1408.6024,34.743259,BOS,Celtics,125,1699.8456,1702.6218,H,L,0.25257933,
14344,197303250SEA,NBA,1,1973,3/25/1973,80,0,LAL,Lakers,109,1631.9733,1638.5901,57.775562,SEA,Thunder,93,1357.5673,1350.9504,A,W,0.7318368,
14345,197303250DNR,ABA,1,1973,3/25/1973,82,0,DLC,Spurs,106,1337.1842,1334.995,28.025366,DNR,Nuggets,114,1538.9689,1541.1581,A,L,0.14966738,
14350,197303260GSW,NBA,0,1973,3/26/1973,81,0,GSW,Warriors,114,1526.9971,1512.985,45.623516,PHO,Suns,120,1426.2554,1440.2675,H,L,0.76052541,
14352,197303260DLC,ABA,0,1973,3/26/1973,83,0,DLC,Spurs,112,1334.995,1342.5116,28.73912,CAR,Spirits,110,1574.7067,1567.1901,H,W,0.30911821,
14353,197303270ATL,NBA,1,1973,3/27/1973,81,0,BOS,Celtics,117,1702.6218,1708.4572,63.405773,ATL,Hawks,110,1511.6877,1505.8524,A,W,0.62795615,
14355,197303270BUF,NBA,1,1973,3/27/1973,81,0,HOU,Rockets,121,1408.6024,1415.9313,35.496185,BUF,Clippers,111,1221.808,1214.4791,A,W,0.62237215,at San Antonio TX
14356,197303270CHI,NBA,1,1973,3/27/1973,81,0,CLE,Cavaliers,105,1421.2284,1416.1361,35.517288,CHI,Bulls,121,1547.363,1552.4553,A,L,0.21387303,
14356,197303270CHI,NBA,0,1973,3/27/1973,82,0,CHI,Bulls,121,1547.363,1552.4553,49.651577,CLE,Cavaliers,105,1421.2284,1416.1361,H,W,0.78612697,
14357,197303270LAL,NBA,0,1973,3/27/1973,81,0,LAL,Lakers,84,1638.5901,1633.9575,57.369026,MIL,Bucks,85,1699.9684,1704.601,H,L,0.55535328,
14360,197303280BOS,NBA,0,1973,3/28/1973,82,0,BOS,Celtics,120,1708.4572,1712.8502,63.726982,BAL,Wizards,101,1532.5382,1528.1451,H,W,0.83037919,
14361,197303280BUF,NBA,1,1973,3/28/1973,82,0,HOU,Rockets,138,1415.9313,1425.2418,36.458118,BUF,Clippers,122,1214.4791,1205.1686,A,W,0.64198852,at San Antonio TX
14362,197303280CLE,NBA,0,1973,3/28/1973,82,0,CLE,Cavaliers,119,1416.1361,1402.9534,34.165813,DET,Pistons,131,1480.9268,1494.1095,H,L,0.55049759,
14363,197303280GSW,NBA,1,1973,3/28/1973,82,0,LAL,Lakers,96,1633.9575,1641.7327,58.049114,GSW,Warriors,89,1512.985,1505.2098,A,W,0.53014529,
14363,197303280GSW,NBA,0,1973,3/28/1973,82,0,GSW,Warriors,89,1512.985,1505.2098,44.816608,LAL,Lakers,96,1633.9575,1641.7327,H,L,0.46985471,
14366,197303280MMT,ABA,1,1973,3/28/1973,84,0,DLC,Spurs,125,1342.5116,1337.0886,28.22332,MMT,Sounds,130,1308.8083,1314.2313,A,L,0.40573269,
14369,197303300LAL,NBA,1,1973,3/30/1973,83,1,CHI,Bulls,104,1552.4553,1550.0111,49.406284,LAL,Lakers,107,1641.7327,1644.1769,A,L,0.25169963,
14369,197303300LAL,NBA,0,1973,3/30/1973,83,1,LAL,Lakers,107,1641.7327,1644.1769,58.260616,CHI,Bulls,104,1552.4553,1550.0111,H,W,0.74830037,
14370,197303300MIL,NBA,1,1973,3/30/1973,83,1,GSW,Warriors,90,1505.2098,1501.2075,44.400036,MIL,Bucks,110,1704.601,1708.6033,A,L,0.15142941,
14376,197304010BOS,NBA,0,1973,4/1/1973,83,1,BOS,Celtics,134,1712.8502,1717.3412,64.051239,ATL,Hawks,109,1505.8524,1501.3615,H,W,0.85411179,
14377,197304010LAL,NBA,1,1973,4/1/1973,84,1,CHI,Bulls,93,1550.0111,1544.2675,48.827427,LAL,Lakers,108,1644.1769,1649.9205,A,L,0.24643666,
14377,197304010LAL,NBA,0,1973,4/1/1973,84,1,LAL,Lakers,108,1644.1769,1649.9205,58.753235,CHI,Bulls,93,1550.0111,1544.2675,H,W,0.75356334,
14378,197304010MIL,NBA,1,1973,4/1/1973,84,1,GSW,Warriors,95,1501.2075,1513.8762,45.71579,MIL,Bucks,92,1708.6033,1695.9346,A,W,0.145603,
14386,197304040ATL,NBA,1,1973,4/4/1973,84,1,BOS,Celtics,126,1717.3412,1724.9438,64.590668,ATL,Hawks,113,1501.3615,1493.7588,A,W,0.66097295,
14389,197304050GSW,NBA,0,1973,4/5/1973,85,1,GSW,Warriors,93,1513.8762,1502.0695,44.489811,MIL,Bucks,113,1695.9346,1707.7413,H,L,0.38405645,
14393,197304060BOS,NBA,0,1973,4/6/1973,85,1,BOS,Celtics,105,1724.9438,1695.9186,62.467186,ATL,Hawks,118,1493.7588,1522.7841,H,L,0.87062031,
14394,197304060CHI,NBA,0,1973,4/6/1973,85,1,CHI,Bulls,96,1544.2675,1554.8617,49.892437,LAL,Lakers,86,1649.9205,1639.3263,H,W,0.49186528,
14394,197304060CHI,NBA,1,1973,4/6/1973,85,1,LAL,Lakers,86,1649.9205,1639.3263,57.839809,CHI,Bulls,96,1544.2675,1554.8617,A,L,0.50813472,
14397,197304070GSW,NBA,0,1973,4/7/1973,86,1,GSW,Warriors,102,1502.0695,1512.0253,45.524101,MIL,Bucks,97,1707.7413,1697.7855,H,W,0.35244796,
14401,197304080ATL,NBA,1,1973,4/8/1973,86,1,BOS,Celtics,94,1695.9186,1688.7488,61.916054,ATL,Hawks,97,1522.7841,1529.9539,A,L,0.60372162,
14402,197304080CHI,NBA,0,1973,4/8/1973,86,1,CHI,Bulls,98,1554.8617,1560.8293,50.486958,LAL,Lakers,94,1639.3263,1633.3586,H,W,0.52234232,
14402,197304080CHI,NBA,1,1973,4/8/1973,86,1,LAL,Lakers,94,1639.3263,1633.3586,57.316189,CHI,Bulls,98,1554.8617,1560.8293,A,L,0.47765768,
14405,197304100LAL,NBA,0,1973,4/10/1973,87,1,LAL,Lakers,123,1633.3586,1641.4089,58.021019,CHI,Bulls,102,1560.8293,1552.7791,H,W,0.72971135,
14405,197304100LAL,NBA,1,1973,4/10/1973,87,1,CHI,Bulls,102,1560.8293,1552.7791,49.684017,LAL,Lakers,123,1633.3586,1641.4089,A,L,0.27028865,
14406,197304100MIL,NBA,1,1973,4/10/1973,87,1,GSW,Warriors,100,1512.0253,1524.175,46.778336,MIL,Bucks,97,1697.7855,1685.6357,A,W,0.16179019,at Madison WI
14407,197304110BOS,NBA,0,1973,4/11/1973,87,1,BOS,Celtics,108,1688.7488,1691.3131,62.114372,ATL,Hawks,101,1529.9539,1527.3895,H,W,0.81603974,
14410,197304130ATL,NBA,1,1973,4/13/1973,88,1,BOS,Celtics,121,1691.3131,1703.1664,63.013657,ATL,Hawks,103,1527.3895,1515.5363,A,W,0.59096926,
14411,197304130CHI,NBA,0,1973,4/13/1973,88,1,CHI,Bulls,101,1552.7791,1561.4822,50.551746,LAL,Lakers,93,1641.4089,1632.7058,H,W,0.51635706,
14411,197304130CHI,NBA,1,1973,4/13/1973,88,1,LAL,Lakers,93,1641.4089,1632.7058,57.258514,CHI,Bulls,101,1552.7791,1561.4822,A,L,0.48364294,
14412,197304130GSW,NBA,0,1973,4/13/1973,88,1,GSW,Warriors,100,1524.175,1540.0701,48.402332,MIL,Bucks,86,1685.6357,1669.7407,H,W,0.41246215,
14415,197304150BOS,NBA,0,1973,4/15/1973,89,1,BOS,Celtics,134,1703.1664,1711.4215,63.622952,NYK,Knicks,108,1605.2731,1597.0179,H,W,0.7575264,
14416,197304150LAL,NBA,0,1973,4/15/1973,89,1,LAL,Lakers,95,1632.7058,1635.3784,57.494133,CHI,Bulls,92,1561.4822,1558.8096,H,W,0.72822636,
14416,197304150LAL,NBA,1,1973,4/15/1973,89,1,CHI,Bulls,92,1561.4822,1558.8096,50.286198,LAL,Lakers,95,1632.7058,1635.3784,A,L,0.27177364,
14419,197304170LAL,NBA,1,1973,4/17/1973,89,1,GSW,Warriors,99,1540.0701,1538.0206,48.194168,LAL,Lakers,101,1635.3784,1637.4279,A,L,0.24521726,
14419,197304170LAL,NBA,0,1973,4/17/1973,90,1,LAL,Lakers,101,1635.3784,1637.4279,57.673939,GSW,Warriors,99,1540.0701,1538.0206,H,W,0.75478274,
14420,197304180NYK,NBA,1,1973,4/18/1973,90,1,BOS,Celtics,96,1711.4215,1686.7245,61.758564,NYK,Knicks,129,1597.0179,1621.715,A,L,0.52071655,
14423,197304190LAL,NBA,0,1973,4/19/1973,91,1,LAL,Lakers,104,1637.4279,1642.0028,58.072544,GSW,Warriors,93,1538.0206,1533.4457,H,W,0.7591235,
14423,197304190LAL,NBA,1,1973,4/19/1973,90,1,GSW,Warriors,93,1538.0206,1533.4457,47.728115,LAL,Lakers,104,1637.4279,1642.0028,A,L,0.2408765,
14425,197304200BOS,NBA,0,1973,4/20/1973,91,1,BOS,Celtics,91,1686.7245,1672.7466,60.648579,NYK,Knicks,98,1621.715,1635.6929,H,L,0.72108924,
14427,197304210GSW,NBA,0,1973,4/21/1973,91,1,GSW,Warriors,70,1533.4457,1499.7302,44.246094,LAL,Lakers,126,1642.0028,1675.7183,H,L,0.4876878,
14427,197304210GSW,NBA,1,1973,4/21/1973,92,1,LAL,Lakers,126,1642.0028,1675.7183,60.887829,GSW,Warriors,70,1533.4457,1499.7302,A,W,0.51231217,
14430,197304220NYK,NBA,1,1973,4/22/1973,92,1,BOS,Celtics,110,1672.7466,1666.1726,60.113106,NYK,Knicks,117,1635.6929,1642.2668,A,L,0.41039133,
14431,197304230GSW,NBA,0,1973,4/23/1973,92,1,GSW,Warriors,117,1499.7302,1511.4784,45.467426,LAL,Lakers,109,1675.7183,1663.9701,H,W,0.39235535,
14431,197304230GSW,NBA,1,1973,4/23/1973,93,1,LAL,Lakers,109,1675.7183,1663.9701,59.931805,GSW,Warriors,117,1499.7302,1511.4784,A,L,0.60764468,
14433,197304250BOS,NBA,0,1973,4/25/1973,93,1,BOS,Celtics,98,1666.1726,1668.5914,60.311115,NYK,Knicks,97,1642.2668,1639.848,H,W,0.67112088,
14434,197304250LAL,NBA,1,1973,4/25/1973,93,1,GSW,Warriors,118,1511.4784,1508.2068,45.128021,LAL,Lakers,128,1663.9701,1667.2417,A,L,0.18946981,
14434,197304250LAL,NBA,0,1973,4/25/1973,94,1,LAL,Lakers,128,1663.9701,1667.2417,60.200764,GSW,Warriors,118,1511.4784,1508.2068,H,W,0.81053019,
14435,197304270NYK,NBA,1,1973,4/27/1973,94,1,BOS,Celtics,110,1668.5914,1681.8221,61.373726,NYK,Knicks,100,1639.848,1626.6173,A,W,0.39886755,
14437,197304290BOS,NBA,0,1973,4/29/1973,95,1,BOS,Celtics,78,1681.8221,1659.0417,59.522705,NYK,Knicks,94,1626.6173,1649.3977,H,L,0.70959765,
14439,197305010LAL,NBA,0,1973,5/1/1973,95,1,LAL,Lakers,115,1667.2417,1670.6813,60.48127,NYK,Knicks,112,1649.3977,1645.9581,H,W,0.66337359,
14440,197305030LAL,NBA,0,1973,5/3/1973,96,1,LAL,Lakers,95,1670.6813,1661.2369,59.705509,NYK,Knicks,99,1645.9581,1655.4025,H,L,0.67215854,
14443,197305060NYK,NBA,1,1973,5/6/1973,97,1,LAL,Lakers,83,1661.2369,1656.9117,59.34444,NYK,Knicks,87,1655.4025,1659.7277,A,L,0.36770844,
14444,197305080NYK,NBA,1,1973,5/8/1973,98,1,LAL,Lakers,98,1656.9117,1652.2792,58.953732,NYK,Knicks,103,1659.7277,1664.3602,A,L,0.3562091,
14446,197305100LAL,NBA,0,1973,5/10/1973,99,1,LAL,Lakers,93,1652.2792,1639.2146,57.83007,NYK,Knicks,102,1664.3602,1677.4248,H,L,0.62389231,
14450,197310090BUF,NBA,1,1974,10/9/1973,1,0,HOU,Rockets,105,1445.1814,1439.1409,36.959099,BUF,Clippers,107,1280.1265,1286.167,A,L,0.59254259,
14451,197310090CHI,NBA,1,1974,10/9/1973,1,0,LAL,Lakers,117,1605.6609,1624.5029,55.705372,CHI,Bulls,97,1545.3572,1526.5151,A,W,0.44311976,
